nodo,lat,lon,adyacentes
4194296212,-12.238439,-76.9126322,3756733925:15.29:-12.2385762:-76.9126222
4194296213,-12.239978,-76.91204,3756733881:22.94:-12.2397967:-76.9121408
4194520898,-12.2051436,-76.9326895,4194520900:52.6:-12.2055521:-76.9324454
4194520899,-12.2059939,-76.9321813,4194520902:46.8:-12.2056305:-76.9323985
4194520900,-12.2055521,-76.9324454,"1712276657:56.18:-12.205807:-76.9328917,4194520902:10.1:-12.2056305:-76.9323985,4194520898:52.6:-12.2051436:-76.9326895"
4194520901,-12.2058855,-76.9328444,"1712276657:10.13:-12.205807:-76.9328917,1712276667:98.89:-12.2066516:-76.9323822,4194520902:56.15:-12.2056305:-76.9323985"
4194520902,-12.2056305,-76.9323985,"4194520899:46.8:-12.2059939:-76.9321813,4194520900:10.1:-12.2055521:-76.9324454"
4202128011,-12.2318545,-76.9509695,"10027950218:65.66:-12.2321552:-76.9514895,1710678252:37.99:-12.2321476:-76.9507898,4337539745:44.25:-12.2315013:-76.9511571,4202128013:138.25:-12.2311997:-76.9498881"
4202128013,-12.2311997,-76.9498881,4202128011:138.25:-12.2318545:-76.9509695
4202128014,-12.2377374,-76.9251241,"1712258367:48.04:-12.2373639:-76.9253462,1712258368:70.62:-12.2374123:-76.9245658"
4202128015,-12.2382019,-76.9251725,"5438633963:104.78:-12.2386836:-76.9260012,1712258379:44.49:-12.2385473:-76.9249659"
4202128016,-12.2380645,-76.9249296,"4202128014:42.07:-12.2377374:-76.9251241,1712258372:70.42:-12.2377373:-76.9243748"
4202128072,-12.2379366,-76.9191808,"1273742921:134.79:-12.238999:-76.9185836,1713667421:7.54:-12.2378772:-76.9192142,1713667411:46.44:-12.237722:-76.9188142"
4202128073,-12.2374493,-76.9183289,"1723340907:48.35:-12.237243:-76.9179372,1713667405:9.32:-12.2373983:-76.918397"
4202128074,-12.2371565,-76.9177929,"1723345392:9.74:-12.2370811:-76.9178385,1723340901:126.56:-12.2365919:-76.9167817"
4202128075,-12.2385783,-76.9178596,"1713667429:47.37:-12.2389473:-76.9176418,1273907305:44.51:-12.2387829:-76.9182116,1713667425:18.9:-12.2384914:-76.9177101"
4202128076,-12.2363746,-76.9163928,1713667407:129.17:-12.2373785:-76.9157947
4202128077,-12.2365151,-76.9168269,"1723340901:9.85:-12.2365919:-76.9167817,1723345392:126.67:-12.2370811:-76.9178385"
4202128078,-12.2370582,-76.9167881,"4370545204:26.46:-12.2369391:-76.9165773,1723340914:118.94:-12.2375996:-76.9177321,4370545207:42.0:-12.2373829:-76.9165907"
4202128199,-12.2392091,-76.9207072,"1713628930:10.44:-12.2391421:-76.9207745,4202128072:218.41:-12.2379366:-76.9191808"
4202128213,-12.2346451,-76.9206293,"1713628870:10.27:-12.2345962:-76.9205491,1273711068:15.58:-12.2345207:-76.9206952"
4202201289,-12.1912377,-76.9565114,"5446267842:37.24:-12.1909466:-76.9566808,5460585608:96.21:-12.1908254:-76.9557332,5460585605:8.14:-12.191276:-76.9565752"
4202201312,-12.1925434,-76.958466,"4202201315:48.74:-12.1923186:-76.958081,1674151615:97.4:-12.1932997:-76.9580139,4394285405:27.17:-12.1924989:-76.9587111"
4202201315,-12.1923186,-76.958081,"1273512426:99.23:-12.1918612:-76.9572971,4202201312:48.74:-12.1925434:-76.958466,1674151622:47.46:-12.1926879:-76.957862"
4202201316,-12.191724,-76.9573849,"2166909939:49.44:-12.1913341:-76.9576035,1273638342:98.97:-12.192171:-76.9581723"
4202201317,-12.1915049,-76.9570021,"4202201316:48.21:-12.191724:-76.9573849,1723415003:102.62:-12.190697:-76.9574585"
4202434143,-12.2367598,-76.9123401,"5463343273:7.91:-12.2367348:-76.9124082,7734635697:44.44:-12.2371366:-76.9124763"
4204925689,-12.188059,-76.9485925,"5020804592:15.46:-12.1879549:-76.9486868,1674247906:52.74:-12.1878214:-76.9481725,4367117433:7.32:-12.1880955:-76.9486485"
4204925690,-12.1880878,-76.9491702,"1754150021:29.51:-12.1883238:-76.9490461,3748373381:22.37:-12.1879287:-76.9492961,4204925691:52.57:-12.1878691:-76.9487414"
4204925691,-12.1878691,-76.9487414,"4204925690:52.57:-12.1880878:-76.9491702,3748373378:20.93:-12.1877059:-76.9488374,5020804592:11.24:-12.1879549:-76.9486868"
4204958580,-12.2400461,-76.9362814,"1710982745:48.19:-12.240404:-76.9365314,1710982704:50.87:-12.2396638:-76.9360243,8013997108:98.33:-12.2395649:-76.9370406,1710982754:99.7:-12.2405602:-76.9355299"
4204958583,-12.2339219,-76.9363208,"1710932429:51.91:-12.2336491:-76.9367084,1710932447:48.96:-12.2341792:-76.9359552,4204958584:97.05:-12.2346307:-76.9368418"
4204958584,-12.2346307,-76.9368418,"1710932478:48.1:-12.2348943:-76.9364908,1710932453:51.37:-12.2343594:-76.9372244,4204958583:97.05:-12.2339219:-76.9363208"
4204958585,-12.2333092,-76.9494641,"1675373640:25.98:-12.2334344:-76.949666,4204958586:48.63:-12.2334998:-76.9490613,1675377555:52.18:-12.2330483:-76.949065"
4204958586,-12.2334998,-76.9490613,"4204958587:60.71:-12.2337413:-76.9485603,4204958585:48.63:-12.2333092:-76.9494641,4204958990:21.89:-12.2336798:-76.9491429,1675377569:18.94:-12.2333444:-76.9489899"
4204958587,-12.2337413,-76.9485603,"1675377606:18.37:-12.2335876:-76.9484983,4204958991:22.46:-12.2339227:-76.9486512,4204958588:59.62:-12.2339704:-76.9480643,4204958586:60.71:-12.2334998:-76.9490613"
4204958588,-12.2339704,-76.9480643,"4204958992:21.58:-12.2341467:-76.9481473,4204958587:59.62:-12.2337413:-76.9485603,6501204913:26.86:-12.2337509:-76.9479611"
4204958990,-12.2336798,-76.9491429,"4204958991:59.87:-12.2339227:-76.9486512,1675373640:63.06:-12.2334344:-76.949666,1675377567:29.49:-12.2339236:-76.9492498,4204958586:21.89:-12.2334998:-76.9490613"
4204958991,-12.2339227,-76.9486512,"4204958587:22.46:-12.2337413:-76.9485603,1675377599:28.86:-12.2341579:-76.9487636,4204958992:60.16:-12.2341467:-76.9481473,4204958990:59.87:-12.2336798:-76.9491429"
4204958992,-12.2341467,-76.9481473,"4204958588:21.58:-12.2339704:-76.9480643,1675377592:29.83:-12.2343906:-76.9482615,4204958991:60.16:-12.2339227:-76.9486512,4204958994:25.56:-12.2342462:-76.9479353"
4204958993,-12.2354064,-76.9454545,"4204959021:17.1:-12.2353428:-76.9455978,4866672126:26.6:-12.2355969:-76.9455976,5413196305:156.74:-12.2348387:-76.9444651"
4204958994,-12.2342462,-76.9479353,"4204958995:49.7:-12.2338456:-76.9477324,4204958997:23.6:-12.2343381:-76.9477395,4204958992:25.56:-12.2341467:-76.9481473"
4204958995,-12.2338456,-76.9477324,4204958994:49.7:-12.2342462:-76.9479353
4204958996,-12.2339249,-76.9475394,4204958997:50.83:-12.2343381:-76.9477395
4204958997,-12.2343381,-76.9477395,"4204958996:50.83:-12.2339249:-76.9475394,4204958999:24.61:-12.2344339:-76.9475353,4204958994:23.6:-12.2342462:-76.9479353"
4204958998,-12.2340049,-76.9473449,4204958999:52.0:-12.2344339:-76.9475353
4204958999,-12.2344339,-76.9475353,"4204958998:52.0:-12.2340049:-76.9473449,4204959002:21.03:-12.2345157:-76.9473608,4204958997:24.61:-12.2343381:-76.9477395"
4204959000,-12.234091,-76.9471356,4204959001:53.18:-12.2345261:-76.9473388
4204959001,-12.2345261,-76.9473388,"4204959000:53.18:-12.234091:-76.9471356,4204959005:23.19:-12.2346163:-76.9471464,4204959002:2.66:-12.2345157:-76.9473608"
4204959002,-12.2345157,-76.9473608,"4204959003:30.12:-12.2347606:-76.9474793,4204959001:2.66:-12.2345261:-76.9473388,4204958999:21.03:-12.2344339:-76.9475353"
4204959003,-12.2347606,-76.9474793,"4204959002:30.12:-12.2345157:-76.9473608,4204959012:91.01:-12.2350725:-76.946705,1675377592:94.43:-12.2343906:-76.9482615"
4204959004,-12.2341759,-76.9469292,4204959005:54.36:-12.2346163:-76.9471464
4204959005,-12.2346163,-76.9471464,"4204959004:54.36:-12.2341759:-76.9469292,4204959007:25.43:-12.2347153:-76.9469355,4204959001:23.19:-12.2345261:-76.9473388"
4204959006,-12.2341624,-76.9466705,4204959007:67.89:-12.2347153:-76.9469355
4204959007,-12.2347153,-76.9469355,"4204959006:67.89:-12.2341624:-76.9466705,4204959009:23.71:-12.2348075:-76.9467388,4204959005:25.43:-12.2346163:-76.9471464"
4204959008,-12.2342594,-76.9464573,4204959009:68.19:-12.2348075:-76.9467388
4204959009,-12.2348075,-76.9467388,"4204959008:68.19:-12.2342594:-76.9464573,4204959011:15.92:-12.2348695:-76.9466067,4204959007:23.71:-12.2347153:-76.9469355"
4204959010,-12.234352,-76.9463565,4204959011:63.64:-12.2348695:-76.9466067
4204959011,-12.2348695,-76.9466067,"4204959012:24.97:-12.2350725:-76.946705,4204959010:63.64:-12.234352:-76.9463565,4204959014:25.42:-12.2349684:-76.9463958,4204959009:15.92:-12.2348075:-76.9467388"
4204959012,-12.2350725,-76.946705,"4204959011:24.97:-12.2348695:-76.9466067,4866672126:133.72:-12.2355969:-76.9455976,4204959003:91.01:-12.2347606:-76.9474793"
4204959013,-12.2344635,-76.9461406,4204959014:62.62:-12.2349684:-76.9463958
4204959014,-12.2349684,-76.9463958,"4204959013:62.62:-12.2344635:-76.9461406,4204959015:24.65:-12.2350643:-76.9461913,4204959011:25.42:-12.2348695:-76.9466067"
4204959015,-12.2350643,-76.9461913,"2465654769:60.57:-12.2345735:-76.9459496,4204959016:23.92:-12.2351574:-76.9459929,4204959014:24.65:-12.2349684:-76.9463958"
4204959016,-12.2351574,-76.9459929,"4204959017:47.69:-12.2347629:-76.9458208,4204959018:23.74:-12.2352498:-76.945796,4204959015:23.92:-12.2350643:-76.9461913"
4204959017,-12.2347629,-76.9458208,4204959016:47.69:-12.2351574:-76.9459929
4204959018,-12.2352498,-76.945796,"4866672001:41.34:-12.234907:-76.9456488,4204959021:23.89:-12.2353428:-76.9455978,4204959016:23.74:-12.2351574:-76.9459929"
4204959020,-12.2350403,-76.9454633,4204959021:36.67:-12.2353428:-76.9455978
4204959021,-12.2353428,-76.9455978,"4204959020:36.67:-12.2350403:-76.9454633,4204958993:17.1:-12.2354064:-76.9454545,4204959018:23.89:-12.2352498:-76.945796"
4209221362,-12.2450304,-76.9266395,"4209221363:130.35:-12.2460378:-76.9260261,4209224205:50.99:-12.2447966:-76.9262358,4209224203:49.66:-12.2452606:-76.9270311"
4209221363,-12.2460378,-76.9260261,"4209221362:130.35:-12.2450304:-76.9266395,1273583082:49.0:-12.2458104:-76.9256398,3167467296:49.65:-12.2462584:-76.9264233"
4209221368,-12.2454843,-76.9274154,"4209224203:48.61:-12.2452606:-76.9270311,4209224201:47.21:-12.2456994:-76.92779,3760433287:104.7:-12.2462996:-76.9269335"
4209221387,-12.2448549,-76.9299822,"4209221388:63.73:-12.2444313:-76.9295871,3760433276:116.69:-12.2455364:-76.9291657,3760433274:128.96:-12.244104:-76.9308864"
4209221388,-12.2444313,-76.9295871,"1711015526:79.22:-12.2439738:-76.9301459,4209221387:63.73:-12.2448549:-76.9299822,4209224189:105.98:-12.2450308:-76.9288313"
4209224189,-12.2450308,-76.9288313,"3760433276:66.94:-12.2455364:-76.9291657,4209224200:99.43:-12.2453199:-76.9279695,4209221388:105.98:-12.2444313:-76.9295871"
4209224200,-12.2453199,-76.9279695,"1711015548:14.33:-12.2452088:-76.9280363,1711015544:127.0:-12.2451574:-76.9270394,4209224189:99.43:-12.2450308:-76.9288313"
4209224201,-12.2456994,-76.92779,"3760433277:56.28:-12.2461108:-76.9280917,4209221368:47.21:-12.2454843:-76.9274154,3760433296:307.9:-12.2471018:-76.9258438"
4209224203,-12.2452606,-76.9270311,"4209221362:49.66:-12.2450304:-76.9266395,4209221368:48.61:-12.2454843:-76.9274154,3760433292:104.57:-12.2460685:-76.9265386"
4209224204,-12.2443161,-76.9254197,"4209224206:50.8:-12.2445526:-76.9258197,1412475055:187.88:-12.2457791:-76.9245547,6467338705:13.71:-12.2442532:-76.9253112"
4209224205,-12.2447966,-76.9262358,"4209224206:52.73:-12.2445526:-76.9258197,4209221362:50.99:-12.2450304:-76.9266395,1273583082:130.01:-12.2458104:-76.9256398,5438641471:10.19:-12.2447172:-76.9262826"
4209224206,-12.2445526,-76.9258197,"1273481915:186.64:-12.2460052:-76.9249591,1273809027:9.5:-12.2444787:-76.9258635,4209224204:50.8:-12.2443161:-76.9254197,4209224205:52.73:-12.2447966:-76.9262358"
4209224207,-12.2431988,-76.9248845,"5438641451:25.86:-12.2429967:-76.9250022,1273684097:115.77:-12.2441039:-76.9243579,4370545144:40.93:-12.2430132:-76.9245592"
4209224209,-12.2413646,-76.9222515,"1712241117:110.78:-12.2421157:-76.9215818,1273761331:24.7:-12.2411975:-76.9224013,4209224210:41.05:-12.2411223:-76.9219665"
4209224210,-12.2411223,-76.9219665,"5438641455:109.85:-12.2418876:-76.9213273,1273956135:24.64:-12.2409506:-76.9221099,4209224209:41.05:-12.2413646:-76.9222515"
4224060266,-12.2175885,-76.9297539,"1666013991:53.26:-12.2171753:-76.9300018,4334126756:49.38:-12.2179715:-76.929524,4334136243:100.66:-12.2180473:-76.9305524"
4224117270,-12.2323064,-76.9252791,"4224615189:8.23:-12.2322424:-76.9253172,4224117271:219.15:-12.2313062:-76.9235414"
4224117271,-12.2313062,-76.9235414,"5438606622:7.6:-12.2312469:-76.9235762,3792819149:50.6:-12.231701:-76.9233098,4224117272:85.14:-12.2309175:-76.9228664"
4224117272,-12.2309175,-76.9228664,"4370544997:7.11:-12.2308624:-76.9228996,4224117273:82.17:-12.2305425:-76.9222149,5463343287:52.2:-12.231322:-76.9226227"
4224117273,-12.2305425,-76.9222149,"4370544999:6.81:-12.2304897:-76.9222466,5438606617:53.24:-12.2309553:-76.9219667,4224117274:220.14:-12.2295218:-76.9204792"
4224117274,-12.2295218,-76.9204792,1273587064:110.71:-12.2303803:-76.9199632
4224118905,-12.2358436,-76.9218809,"1713628886:128.91:-12.2352554:-76.9208587,1713628908:25.71:-12.2359609:-76.9220848,4224118906:42.73:-12.2361757:-76.9216831"
4224118906,-12.2361757,-76.9216831,"1713628898:128.2:-12.235588:-76.9206681,4224118907:41.69:-12.2364998:-76.9214902,1713628912:25.59:-12.236293:-76.9218857,4224118905:42.73:-12.2358436:-76.9218809"
4224118907,-12.2364998,-76.9214902,"1713628903:127.48:-12.2359229:-76.9204764,1713628918:25.46:-12.2366151:-76.9216926,4224118906:41.69:-12.2361757:-76.9216831"
4224118908,-12.2379721,-76.9218104,"1712258375:12.76:-12.2380368:-76.9219074,4224118909:53.64:-12.2376667:-76.9214283,1713628922:76.92:-12.2374166:-76.9222294"
4224118909,-12.2376667,-76.9214283,"1713649494:20.02:-12.2378058:-76.9213113,1713649489:23.93:-12.2375005:-76.9215682"
4224615189,-12.2322424,-76.9253172,"4224615190:12.46:-12.2323005:-76.9254152,1710500095:107.21:-12.2314072:-76.9258101"
4224615190,-12.2323005,-76.9254152,4224615191:8.28:-12.2323642:-76.9253757
4224615191,-12.2323642,-76.9253757,"4224117270:12.31:-12.2323064:-76.9252791,6302465930:352.55:-12.2351028:-76.9237409"
4226124418,-12.2078851,-76.9571296,"5182741188:312.47:-12.2095712:-76.959418,3757448211:30.13:-12.2081166:-76.9569856"
4226124419,-12.2077996,-76.9569925,"4226124418:17.67:-12.2078851:-76.9571296,7656356306:26.59:-12.2075675:-76.9570465"
4230756008,-12.205735,-76.9413327,"1273594792:6.83:-12.2057037:-76.9412786,1572825571:150.51:-12.2069026:-76.9406322"
4230756009,-12.2064512,-76.9425635,"4149643659:9.37:-12.206377:-76.9426043,4230756008:155.68:-12.205735:-76.9413327,1273835920:50.56:-12.2068404:-76.9423229"
4234316195,-12.2118468,-76.9392615,"4422368493:40.67:-12.2115309:-76.9394501,1273903610:59.65:-12.2123101:-76.9389848,1572825581:149.9:-12.2125271:-76.9404523"
4234707457,-12.212953,-76.9363429,"1572825666:58.71:-12.2124996:-76.9366198,4234707459:51.82:-12.2131886:-76.9367543"
4234707459,-12.2131886,-76.9367543,"1404083927:6.7:-12.2132191:-76.9368075,1404136232:156.54:-12.2119868:-76.9375044"
4244712791,-12.2073054,-76.9496203,"4370478230:100.1:-12.2068458:-76.9488283,1273468872:51.85:-12.2077059:-76.9493759"
4265233089,-12.2258371,-76.9196671,"1754049784:43.56:-12.2254962:-76.9198646,4370545002:80.06:-12.2262001:-76.9203033,4772978210:105.13:-12.2265967:-76.9191138"
4265344840,-12.2387555,-76.9302567,"1710982673:53.16:-12.2391406:-76.9305466,2465723213:59.8:-12.2390732:-76.9298127,2923015793:53.26:-12.2384725:-76.9306521"
4265344841,-12.2394233,-76.9293234,"2465723213:65.9:-12.2390732:-76.9298127,3524157225:49.79:-12.2396878:-76.9289537,1710982714:52.39:-12.2398043:-76.929607"
4284437397,-12.1977053,-76.9730306,"6329916124:13.58:-12.1977259:-76.9729074,2390246439:737.79:-12.204237:-76.9742236,5572366905:111.96:-12.1967178:-76.9728294"
4284437399,-12.198119,-76.9705513,"7302369106:4.23:-12.1981126:-76.9705897,1674225363:520.32:-12.2027208:-76.9714161,5572388691:104.99:-12.1971912:-76.9703719"
4284437405,-12.2046558,-76.9717973,"7366538494:73.39:-12.2053048:-76.9719199,3748686862:29.89:-12.2043902:-76.971755,10691834363:4.58:-12.2046488:-76.9718388"
4284522631,-12.1948719,-76.9649177,4936279829:38.96:-12.1949354:-76.9645652
4284522632,-12.195507,-76.9680944,"7309894336:69.53:-12.1956297:-76.9674671,1723385558:12.59:-12.1956183:-76.9681158,1723385527:55.11:-12.1950199:-76.9680008"
4284522633,-12.1959329,-76.9659139,"1723385569:43.03:-12.1963121:-76.9659927,7309894339:57.94:-12.1954179:-76.9658325,7309894338:43.48:-12.1958563:-76.9663062"
4284541241,-12.2143478,-76.9617493,"4284541243:309.92:-12.2167259:-76.960262,3749398724:157.56:-12.2136119:-76.9605104,3749398723:279.47:-12.2156658:-76.9639389"
4284541242,-12.2160445,-76.9590846,"4284541243:148.71:-12.2167259:-76.960262,3753232371:316.06:-12.2145963:-76.9565821,9472484604:304.06:-12.2183999:-76.9576634"
4284541243,-12.2167259,-76.960262,"4284541241:309.92:-12.2143478:-76.9617493,4284541242:148.71:-12.2160445:-76.9590846,3749398831:256.01:-12.217899:-76.962289"
4284541245,-12.2191516,-76.9581739,"1674266625:404.65:-12.2172838:-76.9549783,9472514421:43.04:-12.2188177:-76.9583743,4284541246:308.33:-12.2215582:-76.9567646"
4284541246,-12.2215582,-76.9567646,"1674266666:305.27:-12.2229729:-76.9591719,10960196659:47.82:-12.2219302:-76.9565438,4284541245:308.33:-12.2191516:-76.9581739"
4284541247,-12.2278313,-76.948684,"11173239576:218.31:-12.2295274:-76.9476722,4284541248:149.46:-12.2284967:-76.949879"
4284541248,-12.2284967,-76.949879,"1273584386:169.89:-12.2292774:-76.9512228,1273972032:220.56:-12.2301378:-76.9487623,1757641888:95.48:-12.2278598:-76.9504588,4284541247:149.46:-12.2278313:-76.948684"
4284546792,-12.2276882,-76.9597104,"2465762648:48.36:-12.2279845:-76.9593847,11036998436:13.38:-12.2276023:-76.9597966,11036998425:38.79:-12.2279454:-76.9599516"
4284546793,-12.2282044,-76.9601945,"11036998425:39.07:-12.2279454:-76.9599516,11054460207:2.02:-12.2282168:-76.9601809,5057311310:53.84:-12.2278665:-76.9605493"
4284553385,-12.2261215,-76.9549249,"1405213111:99.79:-12.226821:-76.9543497,1273805479:490.07:-12.2238993:-76.9510305,6473452111:213.82:-12.2251779:-76.9566385"
4284571704,-12.2148476,-76.9672549,"1273631973:195.5:-12.2146628:-76.9690081,4060113073:191.69:-12.2162792:-76.9682038"
4284575914,-12.216433,-76.9696239,4284575915:107.43:-12.2166771:-76.9705804
4284575915,-12.2166771,-76.9705804,"5152897483:82.95:-12.2159456:-76.9707302,4284575914:107.43:-12.216433:-76.9696239,4060113105:164.56:-12.2180816:-76.9701631"
4284575916,-12.2290253,-76.9662654,"4284575917:124.87:-12.2297946:-76.9671025,5390458009:222.79:-12.2299273:-76.964456,5390458005:351.41:-12.2266145:-76.9683505"
4284575917,-12.2297946,-76.9671025,"4284575916:124.87:-12.2290253:-76.9662654,266954485:2987.48:-12.2426179:-76.9429833,4060113093:1154.58:-12.2222695:-76.9744203"
4286186394,-12.2301444,-76.9353551,"1711900217:55.53:-12.2304075:-76.9357894,1711900211:51.14:-12.2299021:-76.9349551,4286186395:94.5:-12.2308843:-76.9349273"
4286186395,-12.2308843,-76.9349273,"4370536327:51.4:-12.2306504:-76.9345193,4370536324:12.46:-12.2309435:-76.9350247,4286186394:94.5:-12.2301444:-76.9353551"
4295431898,-12.2007019,-76.933516,4295431899:113.66:-12.2015788:-76.9329787
4295431899,-12.2015788,-76.9329787,"5079404159:62.95:-12.2012894:-76.9324809,1727538240:47.8:-12.2017985:-76.9333567,4295431898:113.66:-12.2007019:-76.933516"
4297236679,-12.2031816,-76.9344818,"5432426759:69.67:-12.2026414:-76.9348065,4297236680:51.18:-12.2029567:-76.9340709"
4297236680,-12.2029567,-76.9340709,4297236679:51.18:-12.2031816:-76.9344818
4297236681,-12.2035771,-76.9342442,"4297236679:51.0:-12.2031816:-76.9344818,4297236682:46.18:-12.203366:-76.9338783"
4297236682,-12.203366,-76.9338783,4297236681:46.18:-12.2035771:-76.9342442
4297236683,-12.2039611,-76.9340133,"4297236681:49.53:-12.2035771:-76.9342442,4297236684:51.76:-12.2037334:-76.9335979"
4297236684,-12.2037334,-76.9335979,4297236683:51.76:-12.2039611:-76.9340133
4297236685,-12.2001358,-76.9374268,"1727538213:77.29:-12.1995346:-76.9377837,4297236686:55.69:-12.1998898:-76.9369805,1727538234:154.44:-12.2013347:-76.9367093"
4297236686,-12.1998898,-76.9369805,4297236685:55.69:-12.2001358:-76.9374268
4297236742,-12.2052524,-76.9350769,"11031553343:97.86:-12.2057064:-76.9358426,1655022159:49.18:-12.2048605:-76.93528"
4305393461,-12.2034683,-76.9311664,"4305393462:108.19:-12.2042994:-76.9306487,1712276638:26.07:-12.2033486:-76.9309601"
4305393462,-12.2042994,-76.9306487,4305393461:108.19:-12.2034683:-76.9311664
4331466150,-12.2148629,-76.9760732,3748686856:8.93:-12.2148481:-76.976154
4332991853,-12.1985208,-76.9633073,"5572388700:9.87:-12.1986082:-76.9633233,1674228150:39.61:-12.1981675:-76.9633542,6289932921:259.44:-12.1980123:-76.9656337"
4332991856,-12.196174,-76.9653566,"1723385556:73.15:-12.1955264:-76.965238,1723381598:57.91:-12.196247:-76.964829,3748128953:197.28:-12.1979196:-76.9656808"
4333047673,-12.1929244,-76.9599824,"4333047676:53.06:-12.1933313:-76.9597274,4333047678:92.11:-12.1930364:-76.959213,1674142294:47.8:-12.1925564:-76.9602098"
4333047676,-12.1933313,-76.9597274,"4333047673:53.06:-12.1929244:-76.9599824,4333047678:64.82:-12.1930364:-76.959213,4152129006:51.25:-12.1935652:-76.9601337"
4333047678,-12.1930364,-76.959213,"1674142283:43.06:-12.1933745:-76.9590199,4333047676:64.82:-12.1933313:-76.9597274,4333047673:92.11:-12.1929244:-76.9599824"
4333047684,-12.194515,-76.9590416,"3762100995:66.01:-12.1942157:-76.9585171,4152129002:46.73:-12.1947269:-76.9594129,4333047994:60.09:-12.1940464:-76.9593169"
4333047994,-12.1940464,-76.9593169,"3762100994:66.9:-12.1937388:-76.9587879,4152129003:47.77:-12.194266:-76.9596947,4333047684:60.09:-12.194515:-76.9590416"
4333065124,-12.1978691,-76.9675016,5572388693:11.58:-12.1977668:-76.9674817
4333065135,-12.1979262,-76.9671311,5572388716:9.68:-12.1978406:-76.9671149
4333979423,-12.2036236,-76.9322488,"3952895386:45.23:-12.2039625:-76.9320186,1727538245:160.21:-12.202392:-76.9330138,5465442390:69.53:-12.2039406:-76.9328003"
4333999858,-12.2044176,-76.9328409,5465442389:30.58:-12.204283:-76.9325955
4334008305,-12.1928175,-76.9610215,"5794928721:77.6:-12.193417:-76.960656,9472213402:33.58:-12.1926579:-76.960797"
4334028144,-12.1928854,-76.9694748,4094407971:176.29:-12.1931737:-76.9678798
4334049199,-12.1922996,-76.972218,6617232571:53.04:-12.1924431:-76.9717526
4334049386,-12.1922826,-76.9722782,"4334049199:6.81:-12.1922996:-76.972218,6617238591:72.49:-12.1929337:-76.9722611"
4334081589,-12.2126403,-76.9469552,"10681429577:12.5:-12.2127367:-76.946896,1572825529:100.32:-12.212176:-76.9461637,3952895411:42.38:-12.2123093:-76.9471485"
4334104679,-12.2258596,-76.9226698,"5413173070:20.45:-12.2257685:-76.9225063,1273872128:111.9:-12.2267282:-76.9221499"
4334126743,-12.2154284,-76.9289071,"4334126745:152.08:-12.2161237:-76.9301122,1666013845:8.61:-12.2154938:-76.9288647"
4334126745,-12.2161237,-76.9301122,"4149749695:9.08:-12.2161943:-76.9300702,3744221112:150.9:-12.2168127:-76.9313084"
4334126751,-12.2131108,-76.9302987,"4334126743:298.83:-12.2154284:-76.9289071,8259898836:17.21:-12.2130302:-76.9301635"
4334126752,-12.2134818,-76.9309294,"4334126751:80.0:-12.2131108:-76.9302987,4370504461:8.71:-12.2134157:-76.9309724"
4334126756,-12.2179715,-76.929524,"4334126758:48.45:-12.2177471:-76.9291419,1666014065:50.65:-12.2182061:-76.9299235,4224060266:49.38:-12.2175885:-76.9297539"
4334126758,-12.2177471,-76.9291419,"1666014070:53.9:-12.2174974:-76.9287168,4334126756:48.45:-12.2179715:-76.929524,1666013971:51.61:-12.2181475:-76.9289017"
4334136242,-12.2180956,-76.93062,"1666006538:100.39:-12.2188762:-76.9301558,10684404750:14.13:-12.2181603:-76.9307319"
4334136243,-12.2180473,-76.9305524,"3749287698:53.28:-12.2176365:-76.9308048,4224060266:100.66:-12.2175885:-76.9297539"
4334136246,-12.2202619,-76.9314486,"3792807188:98.55:-12.2207148:-76.9322281,4334514200:35.5:-12.2199873:-76.9316152"
4334136249,-12.2206341,-76.931223,"1273553285:59.68:-12.2210961:-76.9309435,1273951686:49.58:-12.2204099:-76.9308286"
4334136250,-12.222171,-76.9347349,"1666696200:99.91:-12.2226301:-76.9355252,4334136251:47.78:-12.2225455:-76.9345193"
4334136251,-12.2225455,-76.9345193,"4149786014:8.27:-12.2225062:-76.9344547,4149786015:60.5:-12.223012:-76.9342328"
4334142764,-12.2260619,-76.9405224,"1273964615:94.61:-12.2256296:-76.9397726,4335620726:50.16:-12.2256768:-76.9407627"
4334397287,-12.2302979,-76.9187927,"4772978603:79.22:-12.2309158:-76.9184298,4334397288:45.2:-12.2299453:-76.9189997,4334397392:40.42:-12.2301121:-76.918473"
4334397288,-12.2299453,-76.9189997,"4334397390:40.5:-12.2297648:-76.918676,4334397287:45.2:-12.2302979:-76.9187927,1752177913:55.96:-12.2301947:-76.919447"
4334397390,-12.2297648,-76.918676,"4334397392:44.47:-12.2301121:-76.918473,1752177893:46.19:-12.2295589:-76.9183068,4334397288:40.5:-12.2299453:-76.9189997"
4334397392,-12.2301121,-76.918473,"4334397390:44.47:-12.2297648:-76.918676,5438615468:79.46:-12.2307327:-76.9181105,4334397287:40.42:-12.2302979:-76.9187927"
4334418879,-12.2237194,-76.9217958,"1754044407:25.04:-12.2239148:-76.9216812,3756750714:19.87:-12.2235644:-76.9218867,4334418882:68.27:-12.2234099:-76.9212532"
4334418882,-12.2234099,-76.9212532,"4545791200:55.54:-12.2238388:-76.9209913,4334418893:23.04:-12.2233328:-76.9210564,3756750712:62.68:-12.2229259:-76.9215489,4334418879:68.27:-12.2237194:-76.9217958"
